flight_id,op_type,flight_number,operation_type,scheduled_time,aircraft_type_icao,aircraft_type_iata,airline_iata,origin_icao,destination_icao,predicted_passengers,gate,baggage_belt,flight_type_iata
20260330T182000Z_BT308_D_EFHK,D,BT308,departure,2026-03-30T21:20:00.000+03:00,BCS3,CS3,BT,EFHK,EVRA,88,,,J
20260330T182500Z_AY1146_A_EFHK,A,AY1146,arrival,2026-03-30T21:25:00.000+03:00,E190,E90,AY,EPWA,EFHK,60,,12,J
20260330T183500Z_BJ9103_D_EFHK,D,BJ9103,departure,2026-03-30T21:35:00.000+03:00,A320,320,BJ,EFHK,DTMB,120,,,C
20260330T184500Z_AY1256_A_EFHK,A,AY1256,arrival,2026-03-30T21:45:00.000+03:00,B738,738,AY,LHBP,EFHK,0,,12,J
20260330T185000Z_5X291_D_EFHK,D,5X291,departure,2026-03-30T21:50:00.000+03:00,B763,763,5X,EFHK,ESSA,,,,F
20260330T185000Z_AY1028_A_EFHK,A,AY1028,arrival,2026-03-30T21:50:00.000+03:00,AT75,,AY,EETN,EFHK,33,,12,J
20260330T185000Z_AY1164_A_EFHK,A,AY1164,arrival,2026-03-30T21:50:00.000+03:00,B738,738,AY,EPKK,EFHK,0,,11,J
20260330T185000Z_AY1722_A_EFHK,A,AY1722,arrival,2026-03-30T21:50:00.000+03:00,A359,359,AY,GCLP,EFHK,204,,3,J
20260330T185000Z_AY1725_D_EFHK,D,AY1725,departure,2026-03-30T21:50:00.000+03:00,A320,320,AY,EFHK,LEAL,126,,,J
20260330T190000Z_AY962_A_EFHK,A,AY962,arrival,2026-03-30T22:00:00.000+03:00,A320,320,AY,EKCH,EFHK,91,,2,J
20260330T190500Z_AY1396_A_EFHK,A,AY1396,arrival,2026-03-30T22:05:00.000+03:00,E190,E90,AY,EDDL,EFHK,59,,12,J
20260330T190500Z_AY1406_A_EFHK,A,AY1406,arrival,2026-03-30T22:05:00.000+03:00,A320,320,AY,EDDM,EFHK,89,,5,J
20260330T190500Z_AY520_A_EFHK,A,AY520,arrival,2026-03-30T22:05:00.000+03:00,AT75,,AY,EFKE,EFHK,35,,10,J
20260330T191000Z_AY1692_A_EFHK,A,AY1692,arrival,2026-03-30T22:10:00.000+03:00,A321,321,AY,GCTS,EFHK,108,,3,J
20260330T192000Z_AY1031_D_EFHK,D,AY1031,departure,2026-03-30T22:20:00.000+03:00,AT75,,AY,EFHK,EETN,45,,,J
20260330T192000Z_QY3611_D_EFHK,D,QY3611,departure,2026-03-30T22:20:00.000+03:00,A306,AB6,QY,EFHK,EDDP,,,,F
20260330T192500Z_AY928_A_EFHK,A,AY928,arrival,2026-03-30T22:25:00.000+03:00,E190,E90,AY,ESSA,EFHK,59,,12,J
20260330T193000Z_AY1476_A_EFHK,A,AY1476,arrival,2026-03-30T22:30:00.000+03:00,B738,738,AY,LOWW,EFHK,0,,12,J
20260330T193000Z_AY963_D_EFHK,D,AY963,departure,2026-03-30T22:30:00.000+03:00,E190,E90,AY,EFHK,EKCH,75,,,J
20260330T193500Z_AY1226_A_EFHK,A,AY1226,arrival,2026-03-30T22:35:00.000+03:00,A321,321,AY,LKPR,EFHK,108,,4,J
20260330T193500Z_AY1366_A_EFHK,A,AY1366,arrival,2026-03-30T22:35:00.000+03:00,A320,320,AY,EGCC,EFHK,91,,6,J
20260330T193500Z_AY1546_A_EFHK,A,AY1546,arrival,2026-03-30T22:35:00.000+03:00,E190,E90,AY,EBBR,EFHK,60,,11,J
20260330T194000Z_AY1374_A_EFHK,A,AY1374,arrival,2026-03-30T22:40:00.000+03:00,A320,320,AY,EGPH,EFHK,91,,5,J
20260330T194500Z_AY1306_A_EFHK,A,AY1306,arrival,2026-03-30T22:45:00.000+03:00,A333,333,AY,EHAM,EFHK,169,,3,J
20260330T194500Z_AY1416_A_EFHK,A,AY1416,arrival,2026-03-30T22:45:00.000+03:00,E190,E90,AY,EDDF,EFHK,59,,12,J
20260330T194500Z_AY1514_A_EFHK,A,AY1514,arrival,2026-03-30T22:45:00.000+03:00,A320,320,AY,LSZH,EFHK,91,,2,J
20260330T195000Z_AY1078_A_EFHK,A,AY1078,arrival,2026-03-30T22:50:00.000+03:00,AT75,,AY,EVRA,EFHK,33,,12,J
20260330T195000Z_AY1534_A_EFHK,A,AY1534,arrival,2026-03-30T22:50:00.000+03:00,A319,319,AY,LSGG,EFHK,72,,2,J
20260330T195000Z_AY318_A_EFHK,A,AY318,arrival,2026-03-30T22:50:00.000+03:00,AT75,,AY,EFVA,EFHK,32,,10,J
20260330T195000Z_AY447_D_EFHK,D,AY447,departure,2026-03-30T22:50:00.000+03:00,A320,320,AY,EFHK,EFOU,112,,,J
20260330T195500Z_AY1578_A_EFHK,A,AY1578,arrival,2026-03-30T22:55:00.000+03:00,A320,320,AY,LFPG,EFHK,91,,4,J
20260330T195500Z_AY7056_A_EFHK,A,AY7056,arrival,2026-03-30T22:55:00.000+03:00,A321,321,AY,LIML,EFHK,108,,7,J
20260330T195500Z_AY918_A_EFHK,A,AY918,arrival,2026-03-30T22:55:00.000+03:00,A319,319,AY,ENGM,EFHK,72,,5,J
20260330T200000Z_AY1338_A_EFHK,A,AY1338,arrival,2026-03-30T23:00:00.000+03:00,A321,321,AY,EGLL,EFHK,116,,3,J
20260330T200000Z_AY511_D_EFHK,D,AY511,departure,2026-03-30T23:00:00.000+03:00,AT75,,AY,EFHK,EFKE,37,,,J
20260330T200500Z_AY614_A_EFHK,A,AY614,arrival,2026-03-30T23:05:00.000+03:00,AT75,,AY,EFIV,EFHK,35,,12,J
20260330T201000Z_AY1672_A_EFHK,A,AY1672,arrival,2026-03-30T23:10:00.000+03:00,A321,321,AY,LEMG,EFHK,116,,2,J
20260330T201000Z_AY1740_A_EFHK,A,AY1740,arrival,2026-03-30T23:10:00.000+03:00,A321,321,AY,LPPT,EFHK,116,,6,J
20260330T201000Z_AY1764_A_EFHK,A,AY1764,arrival,2026-03-30T23:10:00.000+03:00,A321,321,AY,LIRF,EFHK,116,,7,J
20260330T201000Z_AY820_A_EFHK,A,AY820,arrival,2026-03-30T23:10:00.000+03:00,A319,319,AY,ESSA,EFHK,76,,3,J
20260330T201500Z_AY216_A_EFHK,A,AY216,arrival,2026-03-30T23:15:00.000+03:00,AT75,,AY,EFMA,EFHK,34,,10,J
20260330T201500Z_AY446_A_EFHK,A,AY446,arrival,2026-03-30T23:15:00.000+03:00,A319,319,AY,EFOU,EFHK,90,,5,J
20260330T201500Z_AY868_A_EFHK,A,AY868,arrival,2026-03-30T23:15:00.000+03:00,E190,E90,AY,ESGG,EFHK,63,,8,J
20260330T202000Z_AY1108_A_EFHK,A,AY1108,arrival,2026-03-30T23:20:00.000+03:00,AT75,,AY,EYVI,EFHK,36,,11,J
20260330T202000Z_AY1774_A_EFHK,A,AY1774,arrival,2026-03-30T23:20:00.000+03:00,E190,E90,AY,LIPE,EFHK,64,,12,J
20260330T202000Z_AY539_D_EFHK,D,AY539,departure,2026-03-30T23:20:00.000+03:00,E190,E90,AY,EFHK,EFRO,79,,,J
20260330T203000Z_AY395_D_EFHK,D,AY395,departure,2026-03-30T23:30:00.000+03:00,AT75,,AY,EFHK,EFKK,37,,,J
20260330T203000Z_D82863_A_EFHK,A,D82863,arrival,2026-03-30T23:30:00.000+03:00,B38M,7M8,D8,LROP,EFHK,113,,6,J
20260330T204000Z_AY289_D_EFHK,D,AY289,departure,2026-03-30T23:40:00.000+03:00,AT75,,AY,EFHK,EFJY,41,,,J
20260330T204500Z_AY1032_A_EFHK,A,AY1032,arrival,2026-03-30T23:45:00.000+03:00,AT75,,AY,EETN,EFHK,36,,12,J
20260330T205000Z_AY1174_A_EFHK,A,AY1174,arrival,2026-03-30T23:50:00.000+03:00,AT75,,AY,EPGD,EFHK,36,,11,J
20260330T205000Z_AY610_A_EFHK,A,AY610,arrival,2026-03-30T23:50:00.000+03:00,A321,321,AY,EFIV,EFHK,113,,2,J
20260330T205000Z_SK728_A_EFHK,A,SK728,arrival,2026-03-30T23:50:00.000+03:00,CRJ9,CR9,SK,ESSA,EFHK,53,,12,J
20260330T205500Z_AY1045_D_EFHK,D,AY1045,departure,2026-03-30T23:55:00.000+03:00,AT75,,AY,EFHK,EETU,45,,,J
20260330T205500Z_AY1148_A_EFHK,A,AY1148,arrival,2026-03-30T23:55:00.000+03:00,E190,E90,AY,EPWA,EFHK,64,,10,J
20260330T205500Z_AY379_D_EFHK,D,AY379,departure,2026-03-30T23:55:00.000+03:00,AT75,,AY,EFHK,EFKU,43,,,J
20260330T205500Z_AY449_D_EFHK,D,AY449,departure,2026-03-30T23:55:00.000+03:00,A319,319,AY,EFHK,EFOU,94,,,J
20260330T205500Z_AY825_D_EFHK,D,AY825,departure,2026-03-30T23:55:00.000+03:00,E190,E90,AY,EFHK,ESSA,75,,,J
20260330T205500Z_TK1267_A_EFHK,A,TK1267,arrival,2026-03-30T23:55:00.000+03:00,B738,738,TK,LTFM,EFHK,0,,3,J
20260330T210500Z_AY321_D_EFHK,D,AY321,departure,2026-03-31T00:05:00.000+03:00,AT75,,AY,EFHK,EFVA,34,,,J
20260330T212000Z_AY1035_D_EFHK,D,AY1035,departure,2026-03-31T00:20:00.000+03:00,AT75,,AY,EFHK,EETN,46,,,J
20260330T212000Z_AY1732_A_EFHK,A,AY1732,arrival,2026-03-31T00:20:00.000+03:00,A321,321,AY,LPMA,EFHK,110,,7,J
20260330T212500Z_KL1255_A_EFHK,A,KL1255,arrival,2026-03-31T00:25:00.000+03:00,A21N,32Q,KL,EHAM,EFHK,126,,6,J
20260330T213000Z_AY131_D_EFHK,D,AY131,departure,2026-03-31T00:30:00.000+03:00,A359,359,AY,EFHK,WSSS,248,,,J
20260330T213000Z_LH852_A_EFHK,A,LH852,arrival,2026-03-31T00:30:00.000+03:00,A319,319,LH,EDDF,EFHK,73,,12,J
20260330T213500Z_AY099_D_EFHK,D,AY099,departure,2026-03-31T00:35:00.000+03:00,A359,359,AY,EFHK,VHHH,247,,,J
20260330T213500Z_AY7028_A_EFHK,A,AY7028,arrival,2026-03-31T00:35:00.000+03:00,AT75,,AY,EFKS,EFHK,35,,11,J
20260330T214000Z_BT325_A_EFHK,A,BT325,arrival,2026-03-31T00:40:00.000+03:00,BCS3,CS3,BT,EVRA,EFHK,69,,12,J
20260330T215000Z_AY1702_A_EFHK,A,AY1702,arrival,2026-03-31T00:50:00.000+03:00,A321,321,AY,GCFV,EFHK,110,,3,J
20260330T220000Z_AY087_D_EFHK,D,AY087,departure,2026-03-31T01:00:00.000+03:00,A359,359,AY,EFHK,ZSPD,231,,,J
20260330T221000Z_D82805_A_EFHK,A,D82805,arrival,2026-03-31T01:10:00.000+03:00,B38M,7M8,D8,LFMN,EFHK,103,,3,J
20260330T221500Z_JTD9760_A_EFHK,A,JTD9760,arrival,2026-03-31T01:15:00.000+03:00,B738,738,,ESSA,EFHK,,,,P
20260330T222000Z_AY1930_A_EFHK,A,AY1930,arrival,2026-03-31T01:20:00.000+03:00,A319,319,AY,LCLK,EFHK,66,,6,J
20260330T223000Z_SK1720_A_EFHK,A,SK1720,arrival,2026-03-31T01:30:00.000+03:00,A20N,32N,SK,EKCH,EFHK,90,,12,J
20260330T223500Z_VL2466_A_EFHK,A,VL2466,arrival,2026-03-31T01:35:00.000+03:00,A20N,32N,VL,EDDM,EFHK,85,,2,J
20260330T224000Z_D82887_A_EFHK,A,D82887,arrival,2026-03-31T01:40:00.000+03:00,B38M,7M8,D8,LEMG,EFHK,103,,3,J
